Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,3,4,2227,2135,2327,2240,WN,3140,N418WN,60,65,45,47,52,PHX,ELP,347,5,10,0,,0,43,0,0,0,4
2008,1,3,4,1023,1020,1136,1125,WN,3419,N796SW,73,65,49,11,3,PHX,ELP,347,3,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1257,1250,1613,1620,WN,342,N246LV,136,150,121,-7,7,PHX,HOU,1020,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1648,1615,2021,1940,WN,933,N214WN,153,145,118,41,33,PHX,HOU,1020,24,11,0,,0,30,0,8,0,3
2008,1,3,4,614,615,931,940,WN,1508,N332SW,137,145,120,-9,-1,PHX,HOU,1020,9,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2211,2000,121,2320,WN,2268,N607SW,130,140,121,121,131,PHX,HOU,1020,3,6,0,,0,10,0,0,0,111
2008,1,3,4,924,915,1243,1250,WN,3317,N728SW,139,155,126,-7,9,PHX,HOU,1020,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1112,1055,1623,1625,WN,1034,N420WN,191,210,172,-2,17,PHX,IND,1489,10,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1802,1725,2318,2245,WN,2726,N777QC,196,200,170,33,37,PHX,IND,1489,8,18,0,,0,6,0,0,0,27
2008,1,3,4,1343,1345,1343,1350,WN,221,N269WN,60,65,46,-7,-2,PHX,LAS,256,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1616,1615,1624,1620,WN,340,N634SW,68,65,47,4,1,PHX,LAS,256,6,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,645,645,640,645,WN,376,N342SW,55,60,45,-5,0,PHX,LAS,256,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1527,1505,1527,1505,WN,538,N619SW,60,60,45,22,22,PHX,LAS,256,7,8,0,,0,7,0,0,0,15
2008,1,3,4,842,830,849,840,WN,619,N491WN,67,70,48,9,12,PHX,LAS,256,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1706,1650,1707,1655,WN,675,N286WN,61,65,44,12,16,PHX,LAS,256,7,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1743,1720,1739,1725,WN,700,N678AA,56,65,45,14,23,PHX,LAS,256,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1956,2000,1956,2005,WN,774,N437WN,60,65,42,-9,-4,PHX,LAS,256,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1932,1900,1949,1900,WN,875,N217JC,77,60,42,49,32,PHX,LAS,256,27,8,0,,0,31,0,17,0,1
2008,1,3,4,928,900,929,910,WN,984,N449WN,61,70,44,19,28,PHX,LAS,256,5,12,0,,0,19,0,0,0,0
2008,1,3,4,2201,2120,2157,2125,WN,998,N369SW,56,65,43,32,41,PHX,LAS,256,7,6,0,,0,11,0,0,0,21
2008,1,3,4,1242,1240,1254,1245,WN,1245,N747SA,72,65,48,9,2,PHX,LAS,256,15,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,NA,1435,NA,1440,WN,1318,,NA,65,NA,NA,NA,PHX,LAS,256,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,3,4,742,730,738,730,WN,2030,N725SW,56,60,44,8,12,PHX,LAS,256,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1550,1545,1544,1550,WN,2803,N775SW,54,65,42,-6,5,PHX,LAS,256,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2048,2030,2043,2035,WN,3061,N447WN,55,65,44,8,18,PHX,LAS,256,6,5,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1157,1155,1210,1205,WN,3507,N238WN,73,70,48,5,2,PHX,LAS,256,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1007,1010,1049,1020,WN,3572,N489WN,102,70,47,29,-3,PHX,LAS,256,6,49,0,,0,0,0,29,0,0
2008,1,3,4,1619,1540,1639,1600,WN,169,N550WN,80,80,62,39,39,PHX,LAX,370,5,13,0,,0,1,0,0,0,38
2008,1,3,4,1448,1440,1517,1500,WN,232,N740SW,89,80,63,17,8,PHX,LAX,370,8,18,0,,0,8,0,9,0,0
2008,1,3,4,1913,1815,1934,1835,WN,303,N683SW,81,80,64,59,58,PHX,LAX,370,7,10,0,,0,0,0,6,0,53
2008,1,3,4,1940,1915,2010,1935,WN,343,N687SW,90,80,63,35,25,PHX,LAX,370,20,7,0,,0,10,0,10,0,15
2008,1,3,4,1046,1040,1123,1105,WN,769,N608SW,97,85,70,18,6,PHX,LAX,370,13,14,0,,0,0,0,12,5,1
2008,1,3,4,2118,2050,2138,2115,WN,1033,N757LV,80,85,60,23,28,PHX,LAX,370,15,5,0,,0,23,0,0,0,0
2008,1,3,4,1205,1205,1247,1230,WN,1237,N249WN,102,85,64,17,0,PHX,LAX,370,12,26,0,,0,0,0,17,0,0
2008,1,3,4,644,645,659,705,WN,2291,N431WN,75,80,59,-6,-1,PHX,LAX,370,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1822,1735,1848,1755,WN,2359,N385SW,86,80,63,53,47,PHX,LAX,370,6,17,0,,0,27,0,6,0,20
2008,1,3,4,1321,1315,1351,1335,WN,2360,N618WN,90,80,65,16,6,PHX,LAX,370,6,19,0,,0,6,0,10,0,0
2008,1,3,4,723,715,741,735,WN,2639,N693SW,78,80,63,6,8,PHX,LAX,370,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1644,1610,1713,1630,WN,2812,N671SW,89,80,63,43,34,PHX,LAX,370,4,22,0,,0,22,0,9,0,12
2008,1,3,4,1646,1645,1740,1700,WN,3936,N269WN,114,75,68,40,1,PHX,LAX,370,10,36,0,,0,0,0,40,0,0
2008,1,3,4,2010,1955,2332,2330,WN,753,N248WN,142,155,124,2,15,PHX,LIT,1136,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1908,1900,2223,2230,WN,84,N669SW,135,150,122,-7,8,PHX,MCI,1044,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2230,2105,143,35,WN,835,N460WN,133,150,116,68,85,PHX,MCI,1044,5,12,0,,0,9,0,0,0,59
2008,1,3,4,1252,1240,1609,1610,WN,1006,N628SW,137,150,125,-1,12,PHX,MCI,1044,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,646,650,1017,1020,WN,3856,N603SW,151,150,134,-3,-4,PHX,MCI,1044,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1030,1025,1636,1625,WN,3509,N778SW,246,240,211,11,5,PHX,MCO,1848,18,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2045,2030,38,45,WN,349,N759GS,173,195,160,-7,15,PHX,MDW,1444,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,858,855,1302,1315,WN,885,N406WN,184,200,171,-13,3,PHX,MDW,1444,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1936,1920,2337,2340,WN,1566,N498WN,181,200,163,-3,16,PHX,MDW,1444,7,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1121,1050,1529,1515,WN,1667,N243WN,188,205,170,14,31,PHX,MDW,1444,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1641,1610,2041,2030,WN,1929,N723SW,180,200,164,11,31,PHX,MDW,1444,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1236,1230,1640,1655,WN,2474,N776WN,184,205,168,-15,6,PHX,MDW,1444,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1404,1350,1810,1810,WN,2703,N734SA,186,200,173,0,14,PHX,MDW,1444,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,555,600,1001,1015,WN,2813,N761RR,186,195,172,-14,-5,PHX,MDW,1444,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1157,1145,1841,1830,WN,3598,N790SW,284,285,258,11,12,PHX,MHT,2279,3,23,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1216,1215,1603,1605,WN,1167,N490WN,167,170,145,-2,1,PHX,MSY,1301,2,20,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1813,1715,1928,1820,WN,357,N682SW,135,125,117,68,58,PHX,OAK,646,3,15,0,,0,0,0,10,0,58
2008,1,3,4,630,630,738,735,WN,811,N328SW,128,125,114,3,0,PHX,OAK,646,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1129,1130,1235,1235,WN,1028,N214WN,126,125,109,0,-1,PHX,OAK,646,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1943,1905,2047,2005,WN,2336,N487WN,124,120,110,42,38,PHX,OAK,646,4,10,0,,0,18,0,4,0,20
2008,1,3,4,943,925,1048,1035,WN,2646,N647SW,125,130,110,13,18,PHX,OAK,646,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1502,1455,1615,1600,WN,3240,N282WN,133,125,114,15,7,PHX,OAK,646,5,14,0,,0,7,0,8,0,0
2008,1,3,4,2249,2150,2357,2250,WN,3492,N772SW,128,120,108,67,59,PHX,OAK,646,6,14,0,,0,26,0,8,0,33
2008,1,3,4,831,830,1130,1140,WN,102,N639SW,119,130,102,-10,1,PHX,OKC,833,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2144,2025,32,2330,WN,282,N338SW,108,125,99,62,79,PHX,OKC,833,3,6,0,,0,0,0,0,0,62
2008,1,3,4,1239,1235,1525,1540,WN,940,N493WN,106,125,94,-15,4,PHX,OKC,833,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1654,1515,2009,1840,WN,316,N797MX,135,145,120,89,99,PHX,OMA,1037,2,13,0,,0,6,0,0,0,83
2008,1,3,4,2059,2015,10,2340,WN,559,N603SW,131,145,121,30,44,PHX,OMA,1037,2,8,0,,0,16,0,0,0,14
2008,1,3,4,734,715,1056,1045,WN,1333,N334SW,142,150,128,11,19,PHX,OMA,1037,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,751,750,801,805,WN,238,N680AA,70,75,54,-4,1,PHX,ONT,325,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1636,1550,1648,1555,WN,508,N455WN,72,65,54,53,46,PHX,ONT,325,3,15,0,,0,3,0,7,0,43
2008,1,3,4,910,910,916,925,WN,560,N343SW,66,75,53,-9,0,PHX,ONT,325,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1022,1000,1038,1020,WN,616,N495WN,76,80,53,18,22,PHX,ONT,325,5,18,0,,0,13,0,0,0,5
2008,1,3,4,1121,1110,1133,1130,WN,876,N212WN,72,80,53,3,11,PHX,ONT,325,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1743,1720,1754,1730,WN,966,N345SA,71,70,58,24,23,PHX,ONT,325,4,9,0,,0,0,0,1,0,23
2008,1,3,4,1915,1850,1923,1900,WN,1679,N645SW,68,70,55,23,25,PHX,ONT,325,3,10,0,,0,19,0,0,0,4
2008,1,3,4,2306,2135,2318,2145,WN,2369,N739GB,72,70,57,93,91,PHX,ONT,325,4,11,0,,0,12,0,2,0,79
2008,1,3,4,627,630,633,645,WN,2987,N385SW,66,75,54,-12,-3,PHX,ONT,325,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,716,700,723,715,WN,3422,N684WN,67,75,54,8,16,PHX,ONT,325,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2105,2020,2117,2030,WN,3691,N257WN,72,70,54,47,45,PHX,ONT,325,8,10,0,,0,8,0,2,0,37
2008,1,3,4,1324,1325,1340,1335,WN,3767,N480WN,76,70,55,5,-1,PHX,ONT,325,3,18,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,842,835,1023,1040,WN,364,N619SW,161,185,145,-17,7,PHX,PDX,1009,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1415,1345,1547,1540,WN,1012,N378SW,152,175,141,7,30,PHX,PDX,1009,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2101,1945,2231,2140,WN,1484,N242WN,150,175,139,51,76,PHX,PDX,1009,3,8,0,,0,5,0,0,0,46
2008,1,3,4,1001,940,1613,1600,WN,175,N759GS,252,260,236,13,21,PHX,PHL,2075,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1620,1600,2236,2220,WN,287,N747SA,256,260,235,16,20,PHX,PHL,2075,6,15,0,,0,14,0,0,0,2
2008,1,3,4,1322,1310,1912,1905,WN,3657,N260WN,230,235,207,7,12,PHX,PIT,1813,6,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,919,920,1555,1605,WN,2452,N746SW,276,285,263,-10,-1,PHX,PVD,2277,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,941,940,1532,1545,WN,2818,N741SA,231,245,219,-13,1,PHX,RDU,1891,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2243,2120,2325,2210,WN,489,N279WN,102,110,86,75,83,PHX,RNO,601,4,12,0,,0,5,0,0,0,70
2008,1,3,4,1444,1430,1536,1520,WN,736,N342SW,112,110,87,16,14,PHX,RNO,601,4,21,0,,0,14,0,2,0,0
2008,1,3,4,1031,1020,1117,1115,WN,1144,N684WN,106,115,87,2,11,PHX,RNO,601,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1418,1405,1427,1410,WN,123,N287WN,69,65,51,17,13,PHX,SAN,304,9,9,0,,0,4,0,4,0,9
2008,1,3,4,2301,2120,2314,2125,WN,242,N797MX,73,65,58,109,101,PHX,SAN,304,3,12,0,,0,3,0,8,0,98
2008,1,3,4,2143,2045,2143,2050,WN,381,N398SW,60,65,51,53,58,PHX,SAN,304,4,5,0,,0,8,0,0,0,45
2008,1,3,4,1706,1645,1710,1650,WN,458,N203WN,64,65,52,20,21,PHX,SAN,304,3,9,0,,0,11,0,0,0,9
2008,1,3,4,1156,1155,1221,1205,WN,585,N245WN,85,70,57,16,1,PHX,SAN,304,3,25,0,,0,0,0,16,0,0
2008,1,3,4,1055,1030,1103,1045,WN,1010,N744SW,68,75,54,18,25,PHX,SAN,304,3,11,0,,0,18,0,0,0,0
2008,1,3,4,856,845,901,855,WN,1069,N630WN,65,70,53,6,11,PHX,SAN,304,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1957,1955,2010,2000,WN,1172,N221WN,73,65,57,10,2,PHX,SAN,304,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1809,1730,1834,1735,WN,1511,N263WN,85,65,66,59,39,PHX,SAN,304,3,16,0,,0,37,0,20,0,2
2008,1,3,4,657,700,705,710,WN,1594,N312SW,68,70,52,-5,-3,PHX,SAN,304,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1800,1610,1814,1615,WN,1600,N769SW,74,65,61,119,110,PHX,SAN,304,3,10,0,,0,0,0,9,0,110
2008,1,3,4,809,800,811,810,WN,1855,N797MX,62,70,51,1,9,PHX,SAN,304,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1502,1455,1514,1500,WN,2442,N453WN,72,65,56,14,7,PHX,SAN,304,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1942,1840,1949,1845,WN,3839,N421LV,67,65,57,64,62,PHX,SAN,304,2,8,0,,0,0,0,2,0,62
2008,1,3,4,923,910,1222,1210,WN,327,N665WN,119,120,102,12,13,PHX,SAT,843,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2157,2025,42,2325,WN,796,N428WN,105,120,97,77,92,PHX,SAT,843,2,6,0,,0,33,0,0,0,44
2008,1,3,4,1701,1615,1948,1915,WN,2015,N792SW,107,120,97,33,46,PHX,SAT,843,3,7,0,,0,8,0,0,0,25
2008,1,3,4,1231,1200,1527,1505,WN,3168,N513SW,116,125,103,22,31,PHX,SAT,843,2,11,0,,0,9,0,0,0,13
2008,1,3,4,1151,1150,1722,1705,WN,2808,N694SW,211,195,178,17,1,PHX,SDF,1506,9,24,0,,0,0,0,17,0,0
2008,1,3,4,906,850,1058,1105,WN,754,N250WN,172,195,156,-7,16,PHX,SEA,1107,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1153,1145,1351,1400,WN,1481,N227WN,178,195,150,-9,8,PHX,SEA,1107,5,23,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2000,1935,2203,2145,WN,2361,N348SW,183,190,159,18,25,PHX,SEA,1107,4,20,0,,0,2,0,0,0,16
2008,1,3,4,2138,2115,2233,2210,WN,160,N783SW,115,115,96,23,23,PHX,SJC,621,13,6,0,,0,0,0,2,0,21
2008,1,3,4,1850,1845,1950,1940,WN,177,N609SW,120,115,106,10,5,PHX,SJC,621,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1004,955,1113,1100,WN,502,N359SW,129,125,109,13,9,PHX,SJC,621,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1544,1415,1639,1510,WN,2094,N395SW,115,115,102,89,89,PHX,SJC,621,4,9,0,,0,13,0,0,0,76
2008,1,3,4,621,625,715,730,WN,2116,N229WN,114,125,99,-15,-4,PHX,SJC,621,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1224,1220,1326,1325,WN,2976,N551WN,122,125,105,1,4,PHX,SJC,621,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1343,1315,1506,1450,WN,320,N345SA,83,95,70,16,28,PHX,SLC,507,4,9,0,,0,1,0,0,0,15
2008,1,3,4,1915,1845,2042,2020,WN,410,N327SW,87,95,73,22,30,PHX,SLC,507,3,11,0,,0,7,0,0,0,15
2008,1,3,4,1059,1055,1224,1235,WN,414,N324SW,85,100,75,-11,4,PHX,SLC,507,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2218,2120,2342,2250,WN,980,N711HK,84,90,71,52,58,PHX,SLC,507,4,9,0,,0,4,0,0,0,48
2008,1,3,4,1454,1425,1622,1600,WN,1022,N655WN,88,95,72,22,29,PHX,SLC,507,3,13,0,,0,8,0,0,0,14
2008,1,3,4,902,825,1032,1005,WN,1041,N474WN,90,100,73,27,37,PHX,SLC,507,6,11,0,,0,27,0,0,0,0
2008,1,3,4,1733,1655,1904,1830,WN,1684,N429WN,91,95,74,34,38,PHX,SLC,507,9,8,0,,0,0,0,0,0,34
2008,1,3,4,621,620,755,800,WN,2551,N608SW,94,100,73,-5,1,PHX,SLC,507,8,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,703,705,802,810,WN,162,N726SW,119,125,103,-8,-2,PHX,SMF,647,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1036,1025,1147,1135,WN,207,N398SW,131,130,108,12,11,PHX,SMF,647,6,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1245,1240,1349,1340,WN,331,N327SW,124,120,111,9,5,PHX,SMF,647,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1555,1500,1648,1600,WN,877,N362SW,113,120,103,48,55,PHX,SMF,647,3,7,0,,0,0,0,0,0,48
2008,1,3,4,2315,2135,9,2235,WN,1309,N304SW,114,120,101,94,100,PHX,SMF,647,5,8,0,,0,0,0,0,0,94
2008,1,3,4,1825,1810,1924,1910,WN,2453,N662SW,119,120,96,14,15,PHX,SMF,647,4,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1648,1635,1740,1735,WN,3941,N480WN,112,120,98,5,13,PHX,SMF,647,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1148,1135,1222,1155,WN,259,N270WN,94,80,58,27,13,PHX,SNA,338,10,26,0,,0,4,0,14,0,9
2008,1,3,4,910,915,923,935,WN,453,N232WN,73,80,58,-12,-5,PHX,SNA,338,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2139,2135,2144,2150,WN,473,N415WN,65,75,53,-6,4,PHX,SNA,338,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,706,705,721,720,WN,659,N262WN,75,75,56,1,1,PHX,SNA,338,8,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1546,1515,1600,1530,WN,1413,N706SW,74,75,59,30,31,PHX,SNA,338,4,11,0,,0,9,0,0,0,21
2008,1,3,4,1927,1925,1942,1935,WN,2093,N241WN,75,70,60,7,2,PHX,SNA,338,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1729,1720,1740,1730,WN,2707,N468WN,71,70,57,10,9,PHX,SNA,338,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1357,1330,1408,1345,WN,3501,N732SW,71,75,57,23,27,PHX,SNA,338,4,10,0,,0,4,0,0,0,19
2008,1,3,4,1453,1450,1839,1845,WN,752,N680AA,166,175,147,-6,3,PHX,STL,1262,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1711,1705,2052,2055,WN,868,N389SW,161,170,147,-3,6,PHX,STL,1262,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1923,1905,2258,2300,WN,958,N728SW,155,175,140,-2,18,PHX,STL,1262,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,706,705,1052,1055,WN,1025,N635SW,166,170,152,-3,1,PHX,STL,1262,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1054,1055,1437,1450,WN,3333,N653SW,163,175,148,-13,-1,PHX,STL,1262,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1003,945,1551,1540,WN,243,N228WN,228,235,203,11,18,PHX,TPA,1788,13,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2207,2040,59,2355,WN,504,N704SW,112,135,104,64,87,PHX,TUL,935,2,6,0,,0,63,0,0,0,1
2008,1,3,4,1409,1355,1711,1710,WN,627,N320SW,122,135,110,1,14,PHX,TUL,935,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1011,1010,1322,1325,WN,3235,N519SW,131,135,112,-3,1,PHX,TUL,935,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,709,710,823,805,WN,726,N679AA,74,55,46,18,-1,PIT,BWI,210,4,24,0,,0,0,0,18,0,0
2008,1,3,4,1023,1005,1117,1100,WN,1414,N402WN,54,55,45,17,18,PIT,BWI,210,3,6,0,,0,6,0,0,0,11
2008,1,3,4,1936,1925,2028,2020,WN,3657,N260WN,52,55,40,8,11,PIT,BWI,210,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1710,1645,1851,1840,WN,94,N715SW,281,295,268,11,25,PIT,LAS,1910,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,823,820,959,1015,WN,3833,N464WN,276,295,264,-16,3,PIT,LAS,1910,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,716,720,933,945,WN,987,N258WN,137,145,105,-12,-4,PIT,MCO,834,6,26,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1234,1235,1434,1455,WN,2560,N789SW,120,140,104,-21,-1,PIT,MCO,834,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2047,2010,2259,2225,WN,3592,N406WN,132,135,115,34,37,PIT,MCO,834,3,14,0,,0,0,0,0,0,34
2008,1,3,4,634,635,711,720,WN,478,N403WN,97,105,63,-9,-1,PIT,MDW,402,5,29,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1833,1755,1853,1830,WN,490,N651SW,80,95,65,23,38,PIT,MDW,402,6,9,0,,0,2,0,0,0,21
2008,1,3,4,1429,1410,1449,1435,WN,921,N430WN,80,85,64,14,19,PIT,MDW,402,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1221,1205,1237,1235,WN,2361,N348SW,76,90,63,2,16,PIT,MDW,402,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2117,2035,2136,2105,WN,3336,N208WN,79,90,61,31,42,PIT,MDW,402,10,8,0,,0,0,0,0,0,31
2008,1,3,4,909,900,930,935,WN,3501,N732SW,81,95,66,-5,9,PIT,MDW,402,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1549,1455,1715,1610,WN,374,N791SW,86,75,62,65,54,PIT,PHL,267,7,17,0,,0,0,0,11,0,54
2008,1,3,4,1850,1815,1957,1950,WN,548,N791SW,67,95,55,7,35,PIT,PHL,267,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2046,2055,2153,2215,WN,575,N211WN,67,80,42,-22,-9,PIT,PHL,267,18,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1304,1245,1422,1355,WN,1236,N614SW,78,70,53,27,19,PIT,PHL,267,7,18,0,,0,0,0,8,0,19
2008,1,3,4,626,630,740,740,WN,1683,N264LV,74,70,46,0,-4,PIT,PHL,267,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,756,755,857,905,WN,2724,N401WN,61,70,49,-8,1,PIT,PHL,267,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1057,1055,1152,1205,WN,2964,N347SW,55,70,46,-13,2,PIT,PHL,267,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1358,1325,1624,1615,WN,458,N203WN,266,290,251,9,33,PIT,PHX,1813,8,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1532,1500,1739,1735,WN,107,N672SW,127,155,116,4,32,PIT,TPA,873,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1040,1015,1157,1200,WN,1151,N386SW,137,165,124,-3,25,PVD,BNA,907,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,812,815,927,935,WN,354,N496WN,75,80,55,-8,-3,PVD,BWI,328,5,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1646,1630,1750,1750,WN,421,N746SW,64,80,52,0,16,PVD,BWI,328,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1118,1105,1220,1220,WN,983,N223WN,62,75,50,0,13,PVD,BWI,328,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1747,1730,1857,1850,WN,1062,N380SW,70,80,53,7,17,PVD,BWI,328,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1957,1925,2102,2045,WN,1154,N371SW,65,80,55,17,32,PVD,BWI,328,3,7,0,,0,0,0,0,0,17
2008,1,3,4,1308,1300,1414,1415,WN,1161,N705SW,66,75,56,-1,8,PVD,BWI,328,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,648,635,805,755,WN,2031,N699SW,77,80,60,10,13,PVD,BWI,328,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1824,1815,1938,1935,WN,2034,N701GS,74,80,57,3,9,PVD,BWI,328,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,927,925,1029,1040,WN,2442,N453WN,62,75,51,-11,2,PVD,BWI,328,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,717,715,824,835,WN,2640,N265WN,67,80,55,-11,2,PVD,BWI,328,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1519,1455,1627,1610,WN,2795,N266WN,68,75,56,17,24,PVD,BWI,328,3,9,0,,0,6,0,0,0,11
2008,1,3,4,2057,2100,2206,2215,WN,3918,N233LV,69,75,57,-9,-3,PVD,BWI,328,4,8,0,,0,NA,NA,NA,NA,NA
